question,cue,question_slug,proposition_id,feat_type,num_ratings,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_z,imagery_min,imagery_max,facts_mean,facts_std,facts_z,facts_min,facts_max,difficulty_mean,difficulty_std,difficulty_z,difficulty_min,difficulty_max
Does it have whiskers?,pig,does-it-have-whiskers,does-it-have-whiskers:pig,visual,4,-1,1.154700538,-2,0,2.75,1.892969449,2.058254941,0,4,1.5,1.732050808,0.734460367,0,4,-1.5,1,-0.074425384,-2,0
Does it have wings?,pig,does-it-have-wings,does-it-have-wings:pig,visual,6,-2,0,-2,-2,1.5,1.516575089,0.113599459,0,4,0.5,0.836660027,-0.794950688,0,2,-2,0,-1.201223845,-2,-2
Does it have feathers?,pig,does-it-have-feathers,does-it-have-feathers:pig,visual,4,-2,0,-2,-2,0.5,1,-1.442124927,0,2,1.25,1.892969449,0.352107603,0,4,-2,0,-1.201223845,-2,-2
Is it made of glass?,pig,is-it-made-of-glass,is-it-made-of-glass:pig,visual,4,-1.25,0.957427108,-2,0,1.25,1.258305739,-0.275331637,0,3,0.5,0.577350269,-0.794950688,0,1,-1.25,0.957427108,0.488973847,-2,0
Is it muddy?,pig,is-it-muddy,is-it-muddy:pig,visual,6,0.5,0.547722558,0,1,1.5,1.048808848,0.113599459,0,3,1.333333333,1.211060142,0.479558525,0,3,-1.166666667,1.169045194,0.67677359,-2,1
Does it have legs?,pig,does-it-have-legs,does-it-have-legs:pig,visual,4,1.75,0.5,1,2,1.25,0.5,-0.275331637,1,2,2,1.825741858,1.499165895,0,4,-1.75,0.5,-0.637824614,-2,-1
Does it have a tail?,pig,does-it-have-a-tail,does-it-have-a-tail:pig,visual,6,1.666666667,0.816496581,0,2,2.666666667,1.211060142,1.928611243,1,4,0.333333333,0.516397779,-1.049852531,0,1,-1.166666667,1.169045194,0.67677359,-2,1
Is it pink?,pig,is-it-pink,is-it-pink:pig,visual,7,0.857142857,0.899735411,0,2,1.714285714,0.951189731,0.44696897,0,3,0.571428571,1.133893419,-0.685707041,0,3,-1.285714286,0.951189731,0.408488242,-2,0
Does it have a snout?,pig,does-it-have-a-snout,does-it-have-a-snout:pig,visual,4,2,0,2,2,2.75,0.957427108,2.058254941,2,4,1.25,0.5,0.352107603,1,2,-1.75,0.5,-0.637824614,-2,-1
Does it grow on trees?,pig,does-it-grow-on-trees,does-it-grow-on-trees:pig,nonvisual,6,-1.333333333,1.632993162,-2,2,1.333333333,1.751190072,-0.145687938,0,4,0.333333333,0.516397779,-1.049852531,0,1,-1.833333333,0.40824829,-0.825624358,-2,-1
Is it a bird?,pig,is-it-a-bird,is-it-a-bird:pig,nonvisual,5,-2,0,-2,-2,1.8,1.483239697,0.580316775,0,4,0.6,0.894427191,-0.642009583,0,2,-1.8,0.447213596,-0.75050446,-2,-1
Is it tropical?,pig,is-it-tropical,is-it-tropical:pig,nonvisual,9,-1.333333333,0.707106781,-2,0,0.555555556,0.726483157,-1.355695794,0,2,1,1.414213562,-0.030245161,0,4,-1.333333333,0.866025404,0.301174103,-2,0
Does it live in India?,pig,does-it-live-in-india,does-it-live-in-india:pig,nonvisual,5,-0.2,0.836660027,-1,1,1,1,-0.664262734,0,2,1.4,1.140175425,0.581519262,0,3,-0.2,0.836660027,2.855250614,-1,1
Does it grow in Hawaii?,pig,does-it-grow-in-hawaii,does-it-grow-in-hawaii:pig,nonvisual,5,-0.2,2.049390153,-2,2,1,1.414213562,-0.664262734,0,3,1.8,1.483239697,1.193283684,0,4,-1.4,1.341640787,0.150934308,-2,1
Does it like mud?,pig,does-it-like-mud,does-it-like-mud:pig,nonvisual,3,2,0,2,2,2.666666667,2.309401077,1.928611243,0,4,1.666666667,2.081665999,0.98936221,0,4,-1.666666667,0.577350269,-0.450024871,-2,-1
Is it smelly?,pig,is-it-smelly,is-it-smelly:pig,nonvisual,6,0.666666667,0.516397779,0,1,1,0.894427191,-0.664262734,0,2,0.333333333,0.516397779,-1.049852531,0,1,-1.833333333,0.40824829,-0.825624358,-2,-1
Is it eaten as bacon?,pig,is-it-eaten-as-bacon,is-it-eaten-as-bacon:pig,nonvisual,5,1.2,1.788854382,-2,2,1.2,1.643167673,-0.353117857,0,3,2.2,1.483239697,1.805048106,0,4,-2,0,-1.201223845,-2,-2
Is it an animal?,pig,is-it-an-animal,is-it-an-animal:pig,nonvisual,8,2,0,2,2,1,0.9258201,-0.664262734,0,2,0.375,0.744023809,-0.98612707,0,2,-1.75,0.46291005,-0.637824614,-2,-1
Does it live on farms?,pig,does-it-live-on-farms,does-it-live-on-farms:pig,nonvisual,6,1.5,0.547722558,1,2,1.166666667,0.98319208,-0.404975336,0,3,0.833333333,0.752772653,-0.285147003,0,2,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it have legs?,pineapple,does-it-have-legs,does-it-have-legs:pineapple,visual,4,-2,0,-2,-2,1,1.414213562,-0.664262734,0,3,0.25,0.5,-1.177303452,0,1,-1.5,1,-0.074425384,-2,0
Does it have whiskers?,pineapple,does-it-have-whiskers,does-it-have-whiskers:pineapple,visual,6,-2,0,-2,-2,1.5,1.643167673,0.113599459,0,4,0.666666667,1.632993162,-0.540048846,0,4,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it have a tail?,pineapple,does-it-have-a-tail,does-it-have-a-tail:pineapple,visual,4,-2,0,-2,-2,1.25,0.957427108,-0.275331637,0,2,0.25,0.5,-1.177303452,0,1,-2,0,-1.201223845,-2,-2
Does it have a seat?,pineapple,does-it-have-a-seat,does-it-have-a-seat:pineapple,visual,5,-1.8,0.447213596,-2,-1,1.4,1.140175425,-0.041972979,0,3,1.2,1.643167673,0.27563705,0,3,-1.8,0.447213596,-0.75050446,-2,-1
Does it have legs?,pineapple,does-it-have-legs,does-it-have-legs:pineapple,visual,4,-2,0,-2,-2,0,0,-2.21998712,0,0,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Is it yellow inside?,pineapple,is-it-yellow-inside,is-it-yellow-inside:pineapple,visual,4,1.75,0.5,1,2,1.75,0.957427108,0.502530556,1,3,0,0,-1.559656216,0,0,-1.75,0.5,-0.637824614,-2,-1
Does it have a core?,pineapple,does-it-have-a-core,does-it-have-a-core:pineapple,visual,2,1.5,0.707106781,1,2,1.5,0.707106781,0.113599459,1,2,2,1.414213562,1.499165895,1,3,0,1.414213562,3.305969999,-1,1
Does it have an inside?,pineapple,does-it-have-an-inside,does-it-have-an-inside:pineapple,visual,4,0.75,1.5,-1,2,1,1.154700538,-0.664262734,0,2,0.75,0.957427108,-0.412597924,0,2,-1.5,0.577350269,-0.074425384,-2,-1
Does it have skin?,pineapple,does-it-have-skin,does-it-have-skin:pineapple,visual,,,,,,,,,,,,,,,,,,,,
Is it yellow?,pineapple,is-it-yellow,is-it-yellow:pineapple,visual,3,0,1,-1,1,2,1,0.891461652,1,3,0,0,-1.559656216,0,0,-1.333333333,1.154700538,0.301174103,-2,0
Is it clothing?,pineapple,is-it-clothing,is-it-clothing:pineapple,nonvisual,3,-2,0,-2,-2,1,1,-0.664262734,0,2,1,1.732050808,-0.030245161,0,3,-2,0,-1.201223845,-2,-2
Is it an animal?,pineapple,is-it-an-animal,is-it-an-animal:pineapple,nonvisual,6,-2,0,-2,-2,1.333333333,1.751190072,-0.145687938,0,4,0.333333333,0.816496581,-1.049852531,0,2,-1.833333333,0.40824829,-0.825624358,-2,-1
Is it a pet?,pineapple,is-it-a-pet,is-it-a-pet:pineapple,nonvisual,7,-1.428571429,0.975900073,-2,0,1.428571429,1.902379462,0.002476289,0,4,0.857142857,1.573591585,-0.248732454,0,4,-1.714285714,0.755928946,-0.55733901,-2,0
Is it used for racing?,pineapple,is-it-used-for-racing,is-it-used-for-racing:pineapple,nonvisual,3,-2,0,-2,-2,2,1.732050808,0.891461652,0,3,0.666666667,0.577350269,-0.540048846,0,1,-2,0,-1.201223845,-2,-2
Is it a carnivore?,pineapple,is-it-a-carnivore,is-it-a-carnivore:pineapple,nonvisual,4,-2,0,-2,-2,1.25,1.892969449,-0.275331637,0,4,0.25,0.5,-1.177303452,0,1,-1.75,0.5,-0.637824614,-2,-1
Is it juicy?,pineapple,is-it-juicy,is-it-juicy:pineapple,nonvisual,4,1.25,0.5,1,2,2.25,1.707825128,1.280392749,0,4,0.5,1,-0.794950688,0,2,-1.25,0.5,0.488973847,-2,-1
Is it tropical?,pineapple,is-it-tropical,is-it-tropical:pineapple,nonvisual,6,1.833333333,0.40824829,1,2,1.333333333,2.065591118,-0.145687938,0,4,1.666666667,1.366260102,0.98936221,0,4,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it grow on trees?,pineapple,does-it-grow-on-trees,does-it-grow-on-trees:pineapple,nonvisual,4,0.5,1.290994449,-1,2,1.25,1.258305739,-0.275331637,0,3,2.25,1.707825128,1.881518658,0,4,-1.25,0.5,0.488973847,-2,-1
Does it grow in Hawaii?,pineapple,does-it-grow-in-hawaii,does-it-grow-in-hawaii:pineapple,nonvisual,6,1.833333333,0.40824829,1,2,1.5,1.378404875,0.113599459,0,3,1.166666667,0.98319208,0.224656682,0,2,-1.666666667,0.516397779,-0.450024871,-2,-1
Is it prickly?,pineapple,is-it-prickly,is-it-prickly:pineapple,nonvisual,4,0.5,1.732050808,-2,2,1.25,0.957427108,-0.275331637,0,2,0.5,0.577350269,-0.794950688,0,1,-1.75,0.5,-0.637824614,-2,-1
Does it have spots?,rabbit,does-it-have-spots,does-it-have-spots:rabbit,visual,4,-0.5,1,-2,0,2,0.816496581,0.891461652,1,3,1.25,0.5,0.352107603,1,2,-1.75,0.5,-0.637824614,-2,-1
Is it made of metal?,rabbit,is-it-made-of-metal,is-it-made-of-metal:rabbit,visual,4,-2,0,-2,-2,1.25,0.957427108,-0.275331637,0,2,0.75,0.957427108,-0.412597924,0,2,-1.5,0.577350269,-0.074425384,-2,-1
Does it have a seat?,rabbit,does-it-have-a-seat,does-it-have-a-seat:rabbit,visual,5,-1.4,1.341640787,-2,1,0.2,0.447213596,-1.908842242,0,1,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Is it flat?,rabbit,is-it-flat,is-it-flat:rabbit,visual,6,-2,0,-2,-2,0.666666667,0.816496581,-1.182837529,0,2,0.5,0.836660027,-0.794950688,0,2,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it have ears?,rabbit,does-it-have-ears,does-it-have-ears:rabbit,visual,4,2,0,2,2,2,1.632993162,0.891461652,0,4,0.5,1,-0.794950688,0,2,-1.75,0.5,-0.637824614,-2,-1
Does it have feet?,rabbit,does-it-have-feet,does-it-have-feet:rabbit,visual,6,2,0,2,2,1.666666667,1.505545305,0.372886857,0,4,0.5,0.547722558,-0.794950688,0,1,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it have whiskers?,rabbit,does-it-have-whiskers,does-it-have-whiskers:rabbit,visual,6,1,1.673320053,-2,2,2.333333333,1.032795559,1.410036447,1,3,0.166666667,0.40824829,-1.304754373,0,1,-0.833333333,1.169045194,1.427972564,-2,1
Does it have a tail?,rabbit,does-it-have-a-tail,does-it-have-a-tail:rabbit,visual,8,1.625,0.51754917,1,2,1.625,1.407885953,0.308065007,0,4,0.875,0.640869944,-0.221421542,0,2,-1.625,0.51754917,-0.356124999,-2,-1
Is it a fruit?,rabbit,is-it-a-fruit,is-it-a-fruit:rabbit,nonvisual,5,-2,0,-2,-2,0.4,0.547722558,-1.597697365,0,1,1,1.732050808,-0.030245161,0,4,-2,0,-1.201223845,-2,-2
Is it used for making jam?,rabbit,is-it-used-for-making-jam,is-it-used-for-making-jam:rabbit,nonvisual,4,-1.75,0.5,-2,-1,0.5,0.577350269,-1.442124927,0,1,1,1.414213562,-0.030245161,0,3,-1.75,0.5,-0.637824614,-2,-1
Does it roar?,rabbit,does-it-roar,does-it-roar:rabbit,nonvisual,6,-1.5,1.224744871,-2,1,1.166666667,1.602081979,-0.404975336,0,4,0.833333333,1.329160136,-0.285147003,0,3,-1.5,1.224744871,-0.074425384,-2,1
Does it live in zoos?,rabbit,does-it-live-in-zoos,does-it-live-in-zoos:rabbit,nonvisual,9,-0.666666667,0.866025404,-2,1,1.222222222,1.201850425,-0.318546204,0,3,1.222222222,1.481365736,0.309623963,0,4,-0.666666667,1.118033989,1.803572051,-2,1
Is it edible?,rabbit,is-it-edible,is-it-edible:rabbit,nonvisual,5,1.4,0.894427191,0,2,0.2,0.447213596,-1.908842242,0,1,0.8,1.303840481,-0.336127372,0,3,-1.4,0.547722558,0.150934308,-2,-1
Is it hunted by people?,rabbit,is-it-hunted-by-people,is-it-hunted-by-people:rabbit,nonvisual,4,0.5,1.290994449,-1,2,1.5,1.290994449,0.113599459,0,3,1,1.154700538,-0.030245161,0,2,-0.75,1.258305739,1.615772308,-2,1
Does it make noises?,rabbit,does-it-make-noises,does-it-make-noises:rabbit,nonvisual,6,1.166666667,1.169045194,-1,2,1,0.894427191,-0.664262734,0,2,1.833333333,1.722401424,1.244264052,0,4,-0.833333333,1.169045194,1.427972564,-2,1
Does it eat carrots?,rabbit,does-it-eat-carrots,does-it-eat-carrots:rabbit,nonvisual,7,1.857142857,0.377964473,1,2,1.857142857,1.463850109,0.669215311,0,4,2.142857143,1.345185418,1.717653188,1,4,-1.571428571,0.786795792,-0.235396592,-2,0
Is it a pet?,rabbit,is-it-a-pet,is-it-a-pet:rabbit,nonvisual,5,0.2,0.447213596,0,1,1.2,1.303840481,-0.353117857,0,3,0.2,0.447213596,-1.253774005,0,1,-1.8,0.447213596,-0.75050446,-2,-1
Does it hop?,rabbit,does-it-hop,does-it-hop:rabbit,nonvisual,5,2,0,2,2,2,1.58113883,0.891461652,0,4,1,1.224744871,-0.030245161,0,3,-1.8,0.447213596,-0.75050446,-2,-1
Does it have a long neck?,raccoon,does-it-have-a-long-neck,does-it-have-a-long-neck:raccoon,visual,5,-1.8,0.447213596,-2,-1,2.2,1.303840481,1.202606529,1,4,1.4,1.140175425,0.581519262,0,3,-1,0.707106781,1.052373077,-2,0
Does it have green leaves?,raccoon,does-it-have-green-leaves,does-it-have-green-leaves:raccoon,visual,6,-2,0,-2,-2,0,0,-2.21998712,0,0,0.5,1.224744871,-0.794950688,0,3,-2,0,-1.201223845,-2,-2
Does it have seeds?,raccoon,does-it-have-seeds,does-it-have-seeds:raccoon,visual,5,-2,0,-2,-2,1.2,0.836660027,-0.353117857,0,2,0.8,1.095445115,-0.336127372,0,2,-1.6,0.894427191,-0.299785076,-2,0
Does it have a mane?,raccoon,does-it-have-a-mane,does-it-have-a-mane:raccoon,visual,5,-1.6,0.547722558,-2,-1,2.2,0.836660027,1.202606529,1,3,1.4,1.341640787,0.581519262,0,3,-1.2,1.095445115,0.601653693,-2,0
Is it black?,raccoon,is-it-black,is-it-black:raccoon,visual,4,-0.5,1.290994449,-2,1,1.75,1.258305739,0.502530556,0,3,1.25,0.957427108,0.352107603,0,2,-0.5,1.290994449,2.179171538,-2,1
Does it have a beak?,raccoon,does-it-have-a-beak,does-it-have-a-beak:raccoon,visual,9,-2,0,-2,-2,0.666666667,0.866025404,-1.182837529,0,2,0.333333333,0.707106781,-1.049852531,0,2,-1.777777778,0.440958552,-0.700424529,-2,-1
Does it have a tail?,raccoon,does-it-have-a-tail,does-it-have-a-tail:raccoon,visual,5,2,0,2,2,1.2,1.095445115,-0.353117857,0,3,0.4,0.894427191,-0.947891794,0,2,-1.8,0.447213596,-0.75050446,-2,-1
Does it have stripes?,raccoon,does-it-have-stripes,does-it-have-stripes:raccoon,visual,6,0.166666667,1.471960144,-2,2,1.666666667,1.366260102,0.372886857,0,4,1,0.894427191,-0.030245161,0,2,-0.666666667,1.211060142,1.803572051,-2,1
Does it have a mask?,raccoon,does-it-have-a-mask,does-it-have-a-mask:raccoon,visual,5,1.2,0.447213596,1,2,2.4,1.140175425,1.513751406,1,4,2.2,1.303840481,1.805048106,1,4,-1,0.707106781,1.052373077,-2,0
Does it have eyes?,raccoon,does-it-have-eyes,does-it-have-eyes:raccoon,visual,5,2,0,2,2,1.2,1.303840481,-0.353117857,0,3,0.8,1.303840481,-0.336127372,0,3,-1.8,0.447213596,-0.75050446,-2,-1
Does it hop?,raccoon,does-it-hop,does-it-hop:raccoon,nonvisual,5,-0.4,0.894427191,-1,1,1.6,1.140175425,0.269171898,0,3,1.4,1.673320053,0.581519262,0,4,-0.6,1.140175425,1.953811846,-2,1
Is it used for protection?,raccoon,is-it-used-for-protection,is-it-used-for-protection:raccoon,nonvisual,4,-1.75,0.5,-2,-1,1,2,-0.664262734,0,4,0.5,0.577350269,-0.794950688,0,1,-1.5,0.577350269,-0.074425384,-2,-1
Is it used for holding beer?,raccoon,is-it-used-for-holding-beer,is-it-used-for-holding-beer:raccoon,nonvisual,4,-2,0,-2,-2,1.25,0.957427108,-0.275331637,0,2,0.75,0.957427108,-0.412597924,0,2,-1.75,0.5,-0.637824614,-2,-1
Does it produce offspring?,raccoon,does-it-produce-offspring,does-it-produce-offspring:raccoon,nonvisual,4,1.5,1,0,2,1,1.414213562,-0.664262734,0,3,0.75,1.5,-0.412597924,0,3,-1.75,0.5,-0.637824614,-2,-1
Does it eat garbage?,raccoon,does-it-eat-garbage,does-it-eat-garbage:raccoon,nonvisual,5,1.4,0.547722558,1,2,1,1.732050808,-0.664262734,0,4,1,1.732050808,-0.030245161,0,4,-2,0,-1.201223845,-2,-2
Is it furry?,raccoon,is-it-furry,is-it-furry:raccoon,nonvisual,5,1.6,0.547722558,1,2,1.8,0.836660027,0.580316775,1,3,1.6,1.140175425,0.887401473,0,3,-1.6,0.894427191,-0.299785076,-2,0
Is it nocturnal?,raccoon,is-it-nocturnal,is-it-nocturnal:raccoon,nonvisual,5,1.2,1.095445115,0,2,1.6,1.341640787,0.269171898,0,3,2,1.414213562,1.499165895,0,4,-0.8,1.303840481,1.503092461,-2,1
Does it spit?,raccoon,does-it-spit,does-it-spit:raccoon,nonvisual,3,0,1.732050808,-2,1,0.666666667,1.154700538,-1.182837529,0,2,0,0,-1.559656216,0,0,-1.333333333,1.154700538,0.301174103,-2,0
Does it have four legs?,strawberry,does-it-have-four-legs,does-it-have-four-legs:strawberry,visual,5,-2,0,-2,-2,0.4,0.894427191,-1.597697365,0,2,0,0,-1.559656216,0,0,-1.2,1.788854382,0.601653693,-2,2
Does it have a mane?,strawberry,does-it-have-a-mane,does-it-have-a-mane:strawberry,visual,7,-2,0,-2,-2,0.285714286,0.487950036,-1.775494438,0,1,0,0,-1.559656216,0,0,-1.857142857,0.377964473,-0.879281427,-2,-1
Does it have ears?,strawberry,does-it-have-ears,does-it-have-ears:strawberry,visual,10,-1.6,1.264911064,-2,2,1.3,1.702938637,-0.197545418,0,4,0.9,1.370320319,-0.183186266,0,4,-1.8,0.421637021,-0.75050446,-2,-1
Does it have a tail?,strawberry,does-it-have-a-tail,does-it-have-a-tail:strawberry,visual,4,-1.75,0.5,-2,-1,2.75,1.5,2.058254941,1,4,0.75,0.957427108,-0.412597924,0,2,-1.5,1,-0.074425384,-2,0
Does it have green leaves?,strawberry,does-it-have-green-leaves,does-it-have-green-leaves:strawberry,visual,3,2,0,2,2,2,1,0.891461652,1,3,0,0,-1.559656216,0,0,-1.666666667,0.577350269,-0.450024871,-2,-1
Is it small?,strawberry,is-it-small,is-it-small:strawberry,visual,5,1.6,0.547722558,1,2,1.6,1.516575089,0.269171898,0,3,0.8,0.836660027,-0.336127372,0,2,-1.4,0.894427191,0.150934308,-2,0
Does it have seeds?,strawberry,does-it-have-seeds,does-it-have-seeds:strawberry,visual,7,1.714285714,0.755928946,0,2,1,1.527525232,-0.664262734,0,4,0.857142857,1.214985793,-0.248732454,0,3,-1.571428571,0.786795792,-0.235396592,-2,0
Is it red?,strawberry,is-it-red,is-it-red:strawberry,visual,3,1.666666667,0.577350269,1,2,1.666666667,0.577350269,0.372886857,1,2,0,0,-1.559656216,0,0,-1.333333333,0.577350269,0.301174103,-2,-1
Is is used for riding?,strawberry,is-is-used-for-riding,is-is-used-for-riding:strawberry,nonvisual,5,-2,0,-2,-2,1.4,1.341640787,-0.041972979,0,3,1.4,1.949358869,0.581519262,0,4,-1.6,0.894427191,-0.299785076,-2,0
Is it an insect?,strawberry,is-it-an-insect,is-it-an-insect:strawberry,nonvisual,5,-2,0,-2,-2,1.4,1.673320053,-0.041972979,0,4,1.8,1.483239697,1.193283684,0,4,-1.8,0.447213596,-0.75050446,-2,-1
Is it furniture?,strawberry,is-it-furniture,is-it-furniture:strawberry,nonvisual,5,-2,0,-2,-2,0.4,0.894427191,-1.597697365,0,2,0.4,0.894427191,-0.947891794,0,2,-1.8,0.447213596,-0.75050446,-2,-1
Does it eat?,strawberry,does-it-eat,does-it-eat:strawberry,nonvisual,4,-0.75,1.5,-2,1,1.75,1.707825128,0.502530556,0,4,0.25,0.5,-1.177303452,0,1,-2,0,-1.201223845,-2,-2
Does it taste good?,strawberry,does-it-taste-good,does-it-taste-good:strawberry,nonvisual,6,1,0.894427191,0,2,2.333333333,1.861898673,1.410036447,0,4,2.166666667,1.169045194,1.754067737,1,4,-1.166666667,0.752772653,0.67677359,-2,0
Is it used for making jam?,strawberry,is-it-used-for-making-jam,is-it-used-for-making-jam:strawberry,nonvisual,7,1.714285714,0.487950036,1,2,2.428571429,1.397276262,1.558200675,0,4,2,1.632993162,1.499165895,0,4,-1.714285714,0.487950036,-0.55733901,-2,-1
Is it a fruit?,strawberry,is-it-a-fruit,is-it-a-fruit:strawberry,nonvisual,2,2,0,2,2,1,1.414213562,-0.664262734,0,2,3,0,3.02857695,3,3,-1.5,0.707106781,-0.074425384,-2,-1
Does it taste sweet?,strawberry,does-it-taste-sweet,does-it-taste-sweet:strawberry,nonvisual,5,1.4,0.547722558,1,2,1.2,1.095445115,-0.353117857,0,3,1.6,1.140175425,0.887401473,0,3,-1.6,0.547722558,-0.299785076,-2,-1
Does it have a hump?,swan,does-it-have-a-hump,does-it-have-a-hump:swan,visual,5,-2,0,-2,-2,1.8,1.788854382,0.580316775,0,4,0.6,1.341640787,-0.642009583,0,3,-1.6,0.547722558,-0.299785076,-2,-1
Does it have a tail?,swan,does-it-have-a-tail,does-it-have-a-tail:swan,visual,6,-0.666666667,1.211060142,-2,1,3.166666667,1.169045194,2.706473436,1,4,1.833333333,1.722401424,1.244264052,0,4,-0.5,1.048808848,2.179171538,-2,1
Does it have four legs?,swan,does-it-have-four-legs,does-it-have-four-legs:swan,visual,6,-1.833333333,0.40824829,-2,-1,2.5,1.516575089,1.669323845,0,4,2.166666667,1.602081979,1.754067737,0,4,-1.666666667,0.516397779,-0.450024871,-2,-1
Is it made of wood?,swan,is-it-made-of-wood,is-it-made-of-wood:swan,visual,8,-1.75,0.707106781,-2,0,0.375,0.744023809,-1.636590475,0,2,0.125,0.353553391,-1.368479834,0,1,-1.875,0.353553391,-0.919524229,-2,-1
Does it have wings?,swan,does-it-have-wings,does-it-have-wings:swan,visual,6,1.5,1.224744871,-1,2,2,1.673320053,0.891461652,0,4,1.833333333,1.329160136,1.244264052,0,4,-1.333333333,0.816496581,0.301174103,-2,0
Does it have a long neck?,swan,does-it-have-a-long-neck,does-it-have-a-long-neck:swan,visual,4,1.75,0.5,1,2,2,1.825741858,0.891461652,0,4,1.5,1.290994449,0.734460367,0,3,-2,0,-1.201223845,-2,-2
Does it have feathers?,swan,does-it-have-feathers,does-it-have-feathers:swan,visual,6,2,0,2,2,1,0.894427191,-0.664262734,0,2,0.333333333,0.516397779,-1.049852531,0,1,-1.833333333,0.40824829,-0.825624358,-2,-1
Does it have a beak?,swan,does-it-have-a-beak,does-it-have-a-beak:swan,visual,4,2,0,2,2,3.25,0.957427108,2.836117134,2,4,1.5,1.914854216,0.734460367,0,4,-1.75,0.5,-0.637824614,-2,-1
Is it found in dining rooms?,swan,is-it-found-in-dining-rooms,is-it-found-in-dining-rooms:swan,nonvisual,7,-1.571428571,0.786795792,-2,0,0.571428571,0.975900073,-1.331001756,0,2,1,1.527525232,-0.030245161,0,4,-1.428571429,0.786795792,0.086545825,-2,0
Does it travel in herds?,swan,does-it-travel-in-herds,does-it-travel-in-herds:swan,nonvisual,4,-0.25,0.957427108,-1,1,0.75,0.957427108,-1.05319383,0,2,1,0.816496581,-0.030245161,0,2,-0.25,0.5,2.742570768,-1,0
Does it grow on trees?,swan,does-it-grow-on-trees,does-it-grow-on-trees:swan,nonvisual,5,-2,0,-2,-2,1.4,1.140175425,-0.041972979,0,3,1.4,1.673320053,0.581519262,0,4,-1.8,0.447213596,-0.75050446,-2,-1
Is it used by riding?,swan,is-it-used-by-riding,is-it-used-by-riding:swan,nonvisual,7,-1.857142857,0.377964473,-2,-1,1.142857143,1.345185418,-0.442016393,0,3,1.285714286,1.603567451,0.406729427,0,4,-1.285714286,0.755928946,0.408488242,-2,0
Is it graceful?,swan,is-it-graceful,is-it-graceful:swan,nonvisual,7,1.714285714,0.487950036,1,2,1.571428571,1.511857892,0.22472263,0,4,0.571428571,0.786795792,-0.685707041,0,2,-1.857142857,0.377964473,-0.879281427,-2,-1
Does it live on water?,swan,does-it-live-on-water,does-it-live-on-water:swan,nonvisual,6,1,1.673320053,-2,2,1.666666667,1.632993162,0.372886857,0,4,1.666666667,1.505545305,0.98936221,0,4,-1.333333333,1.032795559,0.301174103,-2,0
Is it a bird?,swan,is-it-a-bird,is-it-a-bird:swan,nonvisual,4,2,0,2,2,1.75,1.707825128,0.502530556,0,4,1,1.154700538,-0.030245161,0,2,-1.25,0.5,0.488973847,-2,-1
Does it lay eggs?,swan,does-it-lay-eggs,does-it-lay-eggs:swan,nonvisual,6,1,1.095445115,-1,2,1.666666667,1.366260102,0.372886857,0,3,1.333333333,1.211060142,0.479558525,0,3,-1,0.894427191,1.052373077,-2,0
Is it round?,table,is-it-round,is-it-round:table,visual,6,-0.166666667,0.40824829,-1,0,1.833333333,1.169045194,0.632174254,0,3,0.833333333,0.98319208,-0.285147003,0,2,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it have a skin?,table,does-it-have-a-skin,does-it-have-a-skin:table,visual,5,-1.6,0.894427191,-2,0,0.6,0.894427191,-1.286552488,0,2,0.4,0.894427191,-0.947891794,0,2,-1.4,0.894427191,0.150934308,-2,0
Does it have a tail?,table,does-it-have-a-tail,does-it-have-a-tail:table,visual,3,-2,0,-2,-2,0.333333333,0.577350269,-1.701412324,0,1,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Does it have a nose?,table,does-it-have-a-nose,does-it-have-a-nose:table,visual,4,-2,0,-2,-2,1.25,1.892969449,-0.275331637,0,4,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Does it have a neck?,table,does-it-have-a-neck,does-it-have-a-neck:table,visual,5,-1.4,0.894427191,-2,0,0.6,0.894427191,-1.286552488,0,2,0.6,0.894427191,-0.642009583,0,2,-1.4,0.894427191,0.150934308,-2,0
Is it flat?,table,is-it-flat,is-it-flat:table,visual,7,1.428571429,1.133893419,-1,2,2.142857143,1.345185418,1.113707993,1,4,1.714285714,1.496026483,1.062191307,0,4,-1.285714286,0.755928946,0.408488242,-2,0
Is it made of wood?,table,is-it-made-of-wood,is-it-made-of-wood:table,visual,4,0.75,0.5,0,1,2,1.825741858,0.891461652,0,4,2,1.825741858,1.499165895,0,4,-1,1.414213562,1.052373077,-2,1
Does it have legs?,table,does-it-have-legs,does-it-have-legs:table,visual,4,1.25,0.957427108,0,2,1.25,1.258305739,-0.275331637,0,3,1.5,1.732050808,0.734460367,0,4,-0.75,1.5,1.615772308,-2,1
Does it grow in Hawaii?,table,does-it-grow-in-hawaii,does-it-grow-in-hawaii:table,nonvisual,5,-2,0,-2,-2,0.6,0.894427191,-1.286552488,0,2,0.4,0.894427191,-0.947891794,0,2,-2,0,-1.201223845,-2,-2
