cue,ftype,qid,question,response,question_id,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max
chicken,nonvisual,4,Is it eaten by frying?,yes,chicken:nonvisual:4:yes,2.0,1.0,1.4142135623730951,0.0,2.0,2.0,0.0,2.0,2.0,-1.0,0.0,-1.0,-1.0,1.5,0.7071067811865476,1.0,2.0
chicken,nonvisual,5,Does it live in a coop?,yes,chicken:nonvisual:5:yes,5.0,1.4,0.547722557505166,1.0,2.0,1.4,1.51657508881031,0.0,4.0,-1.6,0.547722557505166,-2.0,-1.0,0.6,0.8944271909999159,0.0,2.0
chicken,visual,1,Does it have feathers?,yes,chicken:visual:1:yes,6.0,1.5,0.8366600265340756,0.0,2.0,2.5,1.224744871391589,1.0,4.0,-1.0,1.2649110640673518,-2.0,1.0,2.1666666666666665,1.3291601358251257,0.0,4.0
chicken,visual,2,Does it have wings?,yes,chicken:visual:2:yes,4.0,2.0,0.0,2.0,2.0,1.25,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0
chicken,visual,3,Does it have a beak?,yes,chicken:visual:3:yes,5.0,1.6,0.8944271909999157,0.0,2.0,1.4,0.547722557505166,1.0,2.0,-1.2,1.3038404810405297,-2.0,1.0,1.6,0.8944271909999157,1.0,3.0
chicken,visual,4,Does it have legs?,yes,chicken:visual:4:yes,7.0,2.0,0.0,2.0,2.0,1.1428571428571428,0.6900655593423543,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.42857142857142855,0.7867957924694432,0.0,2.0
chicken,nonvisual,1,Is it used for holding liquids?,no,chicken:nonvisual:1:no,4.0,-2.0,0.0,-2.0,-2.0,0.75,0.9574271077563381,0.0,2.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0
chicken,nonvisual,2,Is it a mammal?,no,chicken:nonvisual:2:no,7.0,-1.4285714285714286,1.5118578920369088,-2.0,2.0,1.1428571428571428,0.8997354108424375,0.0,2.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,2.142857142857143,1.4638501094227996,0.0,4.0
chicken,nonvisual,3,Is it used for making jam?,no,chicken:nonvisual:3:no,4.0,-2.0,0.0,-2.0,-2.0,0.5,0.5773502691896257,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0
chicken,nonvisual,4,Is it worn for the rain?,no,chicken:nonvisual:4:no,3.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,0.5773502691896258,0.0,1.0
chicken,nonvisual,5,Is it comfortable?,no,chicken:nonvisual:5:no,5.0,-0.2,0.8366600265340756,-1.0,1.0,1.4,1.1401754250991378,0.0,3.0,-0.6,1.140175425099138,-2.0,1.0,0.6,0.8944271909999159,0.0,2.0
chicken,visual,1,Is it orange?,no,chicken:visual:1:no,4.0,-1.25,0.9574271077563381,-2.0,0.0,1.5,1.0,0.0,2.0,-0.75,1.2583057392117916,-2.0,1.0,1.5,1.9148542155126762,0.0,4.0
chicken,visual,2,Is it yellow?,no,chicken:visual:2:no,5.0,-0.6,1.140175425099138,-2.0,1.0,2.2,1.3038404810405297,1.0,4.0,-1.0,1.4142135623730951,-2.0,1.0,1.0,1.0,0.0,2.0
chicken,visual,3,Does it have hooves?,no,chicken:visual:3:no,5.0,-2.0,0.0,-2.0,-2.0,1.2,1.6431676725154984,0.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.0,1.224744871391589,0.0,3.0
chicken,visual,4,Does it have four legs?,no,chicken:visual:4:no,4.0,-1.0,2.0,-2.0,2.0,0.5,0.5773502691896257,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0
deer,nonvisual,1,Is it hunted by people?,yes,deer:nonvisual:1:yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.0,0.7071067811865476,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.8,0.8366600265340756,0.0,2.0
deer,nonvisual,2,Is it fast?,yes,deer:nonvisual:2:yes,5.0,1.0,1.0,0.0,2.0,1.8,1.6431676725154984,0.0,4.0,-1.4,0.8944271909999157,-2.0,0.0,2.0,1.5811388300841898,0.0,4.0
deer,nonvisual,3,Is it a mammal?,yes,deer:nonvisual:3:yes,6.0,2.0,0.0,2.0,2.0,1.6666666666666667,1.632993161855452,0.0,4.0,-1.1666666666666667,0.7527726527090811,-2.0,0.0,1.3333333333333333,1.2110601416389968,0.0,3.0
deer,nonvisual,4,Is it an herbivore?,yes,deer:nonvisual:4:yes,4.0,0.25,1.707825127659933,-2.0,2.0,1.0,0.816496580927726,0.0,2.0,-1.0,0.816496580927726,-2.0,0.0,1.75,0.9574271077563381,1.0,3.0
deer,nonvisual,5,Is it timid?,yes,deer:nonvisual:5:yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.3333333333333335,0.5773502691896263,2.0,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.0,0.0,2.0
deer,visual,1,Does it have antlers?,yes,deer:visual:1:yes,5.0,0.4,0.5477225575051661,0.0,1.0,1.6,0.8944271909999157,1.0,3.0,-0.6,1.3416407864998738,-2.0,1.0,1.0,1.224744871391589,0.0,3.0
deer,visual,2,Does it have four legs?,yes,deer:visual:2:yes,4.0,2.0,0.0,2.0,2.0,1.0,1.4142135623730951,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.0,0.0,0.0,0.0
deer,visual,3,Does it have eyes?,yes,deer:visual:3:yes,6.0,2.0,0.0,2.0,2.0,2.1666666666666665,1.4719601443879744,1.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.8333333333333334,0.983192080250175,0.0,2.0
deer,visual,4,Does it have hooves?,yes,deer:visual:4:yes,3.0,1.0,1.0,0.0,2.0,3.3333333333333335,1.154700538379251,2.0,4.0,-0.3333333333333333,1.5275252316519468,-2.0,1.0,2.3333333333333335,0.5773502691896263,2.0,3.0
deer,visual,5,Does it have a white tail?,yes,deer:visual:5:yes,8.0,0.875,0.6408699444616557,0.0,2.0,2.0,0.9258200997725514,1.0,4.0,-1.0,0.7559289460184544,-2.0,0.0,1.75,0.8864052604279183,0.0,3.0
deer,nonvisual,1,Does it live in zoos?,no,deer:nonvisual:1:no,4.0,-1.0,0.816496580927726,-2.0,0.0,1.5,1.2909944487358056,0.0,3.0,-1.5,1.0,-2.0,0.0,2.25,1.707825127659933,0.0,4.0
deer,nonvisual,2,Is it smelly?,no,deer:nonvisual:2:no,4.0,-0.25,0.9574271077563381,-1.0,1.0,0.75,0.9574271077563381,0.0,2.0,-1.75,0.5,-2.0,-1.0,1.25,1.2583057392117916,0.0,3.0
deer,nonvisual,3,Is it loud?,no,deer:nonvisual:3:no,5.0,-1.2,0.8366600265340756,-2.0,0.0,1.6,1.51657508881031,0.0,4.0,-0.8,1.0954451150103321,-2.0,0.0,1.4,0.8944271909999157,0.0,2.0
deer,nonvisual,4,Does it eat people?,no,deer:nonvisual:4:no,4.0,-2.0,0.0,-2.0,-2.0,1.0,1.1547005383792515,0.0,2.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0
deer,nonvisual,5,Is it used for cider?,no,deer:nonvisual:5:no,4.0,-2.0,0.0,-2.0,-2.0,0.75,1.5,0.0,3.0,-1.75,0.5,-2.0,-1.0,1.25,1.8929694486000912,0.0,4.0
deer,visual,1,Is it yellow?,no,deer:visual:1:no,12.0,-1.5833333333333333,0.90033663737852,-2.0,1.0,2.1666666666666665,1.403458930534474,0.0,4.0,-1.5,1.0,-2.0,1.0,1.0833333333333333,1.5050420310248864,0.0,4.0
deer,visual,2,Is it green?,no,deer:visual:2:no,6.0,-2.0,0.0,-2.0,-2.0,2.5,1.760681686165901,0.0,4.0,-2.0,0.0,-2.0,-2.0,1.3333333333333333,2.0655911179772892,0.0,4.0
deer,visual,3,Does it have a lid?,no,deer:visual:3:no,5.0,-2.0,0.0,-2.0,-2.0,1.4,1.6733200530681511,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.2,0.4472135954999579,0.0,1.0
deer,visual,4,Does it have a cushion?,no,deer:visual:4:no,6.0,-1.6666666666666667,0.8164965809277259,-2.0,0.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-1.3333333333333333,1.2110601416389968,-2.0,1.0,0.3333333333333333,0.5163977794943223,0.0,1.0
deer,visual,5,Does it have large teeth?,no,deer:visual:5:no,7.0,-0.14285714285714285,0.6900655593423543,-1.0,1.0,1.8571428571428572,1.3451854182690985,0.0,4.0,-0.2857142857142857,1.4960264830861913,-2.0,2.0,1.5714285714285714,1.3972762620115438,0.0,4.0
dog,nonvisual,1,Does it bark?,yes,dog:nonvisual:1:yes,12.0,1.4166666666666667,1.164500152881315,-2.0,2.0,1.4166666666666667,1.6764862244009227,0.0,4.0,-1.3333333333333333,1.0730867399773196,-2.0,1.0,1.3333333333333333,1.4354811251305468,0.0,4.0
dog,nonvisual,2,Is it an animal?,yes,dog:nonvisual:2:yes,7.0,2.0,0.0,2.0,2.0,1.4285714285714286,1.5118578920369088,0.0,4.0,-2.0,0.0,-2.0,-2.0,1.5714285714285714,1.7182493859684491,0.0,4.0
dog,nonvisual,3,Is it a pet?,yes,dog:nonvisual:3:yes,6.0,1.5,0.5477225575051661,1.0,2.0,0.6666666666666666,0.816496580927726,0.0,2.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.0,0.0,0.0,0.0
dog,nonvisual,4,Is it used for protection?,yes,dog:nonvisual:4:yes,6.0,0.6666666666666666,0.816496580927726,0.0,2.0,1.1666666666666667,1.8348478592697182,0.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.6666666666666666,1.0327955589886446,0.0,2.0
dog,nonvisual,5,Does it chase cats?,yes,dog:nonvisual:5:yes,5.0,1.0,1.0,0.0,2.0,1.4,1.1401754250991378,0.0,3.0,-1.0,0.0,-1.0,-1.0,1.2,1.3038404810405297,0.0,3.0
dog,visual,1,Does it have four legs?,yes,dog:visual:1:yes,4.0,1.75,0.5,1.0,2.0,1.25,0.9574271077563381,0.0,2.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,3.0
dog,visual,2,Does it have legs?,yes,dog:visual:2:yes,5.0,1.8,0.44721359549995815,1.0,2.0,1.4,1.1401754250991378,0.0,3.0,-2.0,0.0,-2.0,-2.0,0.8,1.0954451150103321,0.0,2.0
dog,visual,3,Does it have a tail?,yes,dog:visual:3:yes,7.0,1.5714285714285714,0.5345224838248489,1.0,2.0,2.0,1.1547005383792515,0.0,3.0,-1.4285714285714286,0.5345224838248487,-2.0,-1.0,1.2857142857142858,0.9511897312113419,0.0,3.0
dog,visual,4,Does it have hair?,yes,dog:visual:4:yes,5.0,1.6,0.547722557505166,1.0,2.0,2.0,1.5811388300841898,0.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.0,1.224744871391589,0.0,3.0
dog,visual,5,Does it have a nose?,yes,dog:visual:5:yes,4.0,1.75,0.5,1.0,2.0,1.25,1.8929694486000912,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
dog,nonvisual,1,Does it hop?,no,dog:nonvisual:1:no,5.0,-0.8,0.8366600265340756,-2.0,0.0,1.8,0.8366600265340757,1.0,3.0,-1.0,1.224744871391589,-2.0,1.0,1.2,1.3038404810405297,0.0,3.0
dog,nonvisual,2,Is it eaten in pies?,no,dog:nonvisual:2:no,7.0,-1.7142857142857142,0.7559289460184543,-2.0,0.0,0.8571428571428571,1.0690449676496976,0.0,3.0,-1.5714285714285714,0.7867957924694432,-2.0,0.0,0.5714285714285714,0.7867957924694432,0.0,2.0
dog,nonvisual,3,Is it eaten as bacon?,no,dog:nonvisual:3:no,3.0,-2.0,0.0,-2.0,-2.0,0.3333333333333333,0.5773502691896258,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
dog,nonvisual,4,Is it prickly?,no,dog:nonvisual:4:no,6.0,-1.5,0.8366600265340756,-2.0,0.0,2.0,1.5491933384829668,0.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.8333333333333334,0.752772652709081,0.0,2.0
dog,nonvisual,5,Does it lay eggs?,no,dog:nonvisual:5:no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.5491933384829668,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
dog,visual,1,Does it have antlers?,no,dog:visual:1:no,4.0,-1.75,0.5,-2.0,-1.0,1.75,1.5,0.0,3.0,-1.25,0.9574271077563381,-2.0,0.0,0.0,0.0,0.0,0.0
dog,visual,2,Is it pink?,no,dog:visual:2:no,9.0,-1.2222222222222223,0.8333333333333334,-2.0,0.0,1.3333333333333333,1.5811388300841898,0.0,4.0,-1.3333333333333333,1.118033988749895,-2.0,1.0,0.4444444444444444,1.0137937550497031,0.0,3.0
dog,visual,3,Does it have a caboose?,no,dog:visual:3:no,8.0,-1.5,0.9258200997725514,-2.0,0.0,0.75,1.164964745021435,0.0,3.0,-1.25,1.3887301496588271,-2.0,1.0,1.0,1.6035674514745464,0.0,4.0
dog,visual,4,Does it have a top?,no,dog:visual:4:no,4.0,0.5,1.7320508075688772,-2.0,2.0,1.5,1.2909944487358056,0.0,3.0,-0.25,1.707825127659933,-2.0,2.0,1.25,1.5,0.0,3.0
dog,visual,5,Does it have a mask?,no,dog:visual:5:no,6.0,-2.0,0.0,-2.0,-2.0,0.8333333333333334,0.752772652709081,0.0,2.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.6666666666666666,1.0327955589886446,0.0,2.0
donkey,nonvisual,1,Is it an animal?,yes,donkey:nonvisual:1:yes,3.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,2.3333333333333335,0.5773502691896263,2.0,3.0
donkey,nonvisual,2,Is it like a horse?,yes,donkey:nonvisual:2:yes,5.0,0.8,1.6431676725154984,-2.0,2.0,2.2,1.3038404810405297,1.0,4.0,-1.2,0.8366600265340756,-2.0,0.0,1.2,0.8366600265340756,0.0,2.0
donkey,nonvisual,3,Is it a mammal?,yes,donkey:nonvisual:3:yes,1.0,2.0,,2.0,2.0,2.0,,2.0,2.0,-2.0,,-2.0,-2.0,2.0,,2.0,2.0
donkey,nonvisual,4,Is it furry?,yes,donkey:nonvisual:4:yes,9.0,1.2222222222222223,1.092906420717,-1.0,2.0,2.3333333333333335,1.3228756555322954,0.0,4.0,-1.2222222222222223,0.97182531580755,-2.0,1.0,1.4444444444444444,0.8819171036881968,0.0,2.0
donkey,nonvisual,5,Does it make noises?,yes,donkey:nonvisual:5:yes,5.0,1.2,1.3038404810405297,-1.0,2.0,1.4,0.8944271909999157,0.0,2.0,-1.6,0.8944271909999157,-2.0,0.0,1.0,1.224744871391589,0.0,3.0
donkey,visual,1,Does it have legs?,yes,donkey:visual:1:yes,7.0,2.0,0.0,2.0,2.0,1.0,1.1547005383792515,0.0,3.0,-1.7142857142857142,0.4879500364742663,-2.0,-1.0,0.8571428571428571,1.2149857925879117,0.0,3.0
donkey,visual,2,Does it have four legs?,yes,donkey:visual:2:yes,4.0,2.0,0.0,2.0,2.0,2.0,1.4142135623730951,1.0,4.0,-2.0,0.0,-2.0,-2.0,0.25,0.5,0.0,1.0
donkey,visual,3,Does it have a tail?,yes,donkey:visual:3:yes,3.0,0.6666666666666666,1.5275252316519468,-1.0,2.0,2.6666666666666665,1.5275252316519468,1.0,4.0,-1.0,1.7320508075688772,-2.0,1.0,2.0,2.0,0.0,4.0
donkey,visual,4,Does it have hooves?,yes,donkey:visual:4:yes,7.0,1.1428571428571428,1.4638501094227998,-2.0,2.0,2.5714285714285716,1.511857892036909,0.0,4.0,-0.8571428571428571,0.6900655593423541,-2.0,0.0,1.5714285714285714,1.1338934190276817,0.0,3.0
donkey,nonvisual,1,Does it lay eggs?,no,donkey:nonvisual:1:no,6.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,1.2110601416389968,0.0,3.0
donkey,nonvisual,2,Does it grow on trees?,no,donkey:nonvisual:2:no,5.0,-2.0,0.0,-2.0,-2.0,1.6,1.816590212458495,0.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,1.0,1.7320508075688772,0.0,4.0
donkey,nonvisual,3,Is it furniture?,no,donkey:nonvisual:3:no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.6,0.8944271909999157,1.0,3.0,-1.6,0.8944271909999157,-2.0,0.0,0.6,0.8944271909999159,0.0,2.0
donkey,nonvisual,4,Does it chase cats?,no,donkey:nonvisual:4:no,6.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.5,0.5477225575051661,0.0,1.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.5,1.224744871391589,0.0,3.0
donkey,nonvisual,5,Does it eat peanuts?,no,donkey:nonvisual:5:no,3.0,0.0,1.0,-1.0,1.0,1.3333333333333333,0.5773502691896258,1.0,2.0,-0.3333333333333333,0.5773502691896258,-1.0,0.0,1.3333333333333333,0.5773502691896258,1.0,2.0
donkey,visual,1,Is it round?,no,donkey:visual:1:no,5.0,-1.8,0.44721359549995815,-2.0,-1.0,2.2,2.04939015319192,0.0,4.0,-1.4,1.3416407864998738,-2.0,1.0,1.2,1.7888543819998317,0.0,4.0
donkey,visual,2,Does it have a pointed end?,no,donkey:visual:2:no,5.0,-1.8,0.44721359549995815,-2.0,-1.0,1.4,1.1401754250991378,0.0,3.0,-1.4,0.8944271909999157,-2.0,0.0,0.2,0.4472135954999579,0.0,1.0
donkey,visual,3,Does it have stripes?,no,donkey:visual:3:no,4.0,-1.5,0.5773502691896257,-2.0,-1.0,0.75,0.9574271077563381,0.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,0.25,0.5,0.0,1.0
donkey,visual,4,Is it small?,no,donkey:visual:4:no,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.7320508075688772,0.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,0.6666666666666666,1.1547005383792517,0.0,2.0
elephant,nonvisual,1,Is it an animal?,yes,elephant:nonvisual:1:yes,7.0,2.0,0.0,2.0,2.0,0.7142857142857143,0.48795003647426655,0.0,1.0,-2.0,0.0,-2.0,-2.0,1.0,1.5275252316519468,0.0,4.0
elephant,nonvisual,2,Does it live in Africa?,yes,elephant:nonvisual:2:yes,6.0,1.0,0.6324555320336759,0.0,2.0,1.5,0.5477225575051661,1.0,2.0,-1.5,0.5477225575051661,-2.0,-1.0,1.5,1.0488088481701516,0.0,3.0
elephant,nonvisual,3,Does it live in zoos?,yes,elephant:nonvisual:3:yes,4.0,0.5,0.5773502691896257,0.0,1.0,0.5,1.0,0.0,2.0,-1.75,0.5,-2.0,-1.0,0.75,1.5,0.0,3.0
elephant,nonvisual,4,Is it used in circuses?,yes,elephant:nonvisual:4:yes,7.0,1.0,1.5275252316519468,-2.0,2.0,2.0,1.1547005383792515,1.0,4.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,1.4285714285714286,1.3972762620115438,0.0,4.0
elephant,nonvisual,5,Does it eat peanuts?,yes,elephant:nonvisual:5:yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.8,1.0954451150103324,0.0,3.0,-1.4,1.3416407864998738,-2.0,1.0,1.6,1.51657508881031,0.0,3.0
elephant,visual,1,Is it grey?,yes,elephant:visual:1:yes,4.0,1.75,0.5,1.0,2.0,1.25,0.9574271077563381,0.0,2.0,-1.75,0.5,-2.0,-1.0,1.25,0.9574271077563381,0.0,2.0
elephant,visual,2,Does it have ears?,yes,elephant:visual:2:yes,5.0,2.0,0.0,2.0,2.0,1.6,1.1401754250991378,0.0,3.0,-2.0,0.0,-2.0,-2.0,0.4,0.8944271909999159,0.0,2.0
elephant,visual,3,Does it have four legs?,yes,elephant:visual:3:yes,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.3333333333333333,0.5773502691896258,0.0,1.0
elephant,visual,4,Does it have a tail?,yes,elephant:visual:4:yes,3.0,1.0,1.0,0.0,2.0,2.3333333333333335,1.1547005383792517,1.0,3.0,-0.3333333333333333,2.0816659994661326,-2.0,2.0,2.3333333333333335,1.1547005383792517,1.0,3.0
elephant,visual,5,Does it have large ears?,yes,elephant:visual:5:yes,6.0,2.0,0.0,2.0,2.0,1.6666666666666667,1.2110601416389966,0.0,3.0,-1.5,0.8366600265340756,-2.0,0.0,0.6666666666666666,0.5163977794943223,0.0,1.0
elephant,nonvisual,1,Is it a rodent?,no,elephant:nonvisual:1:no,6.0,-0.5,1.6431676725154984,-2.0,1.0,2.0,1.6733200530681511,0.0,4.0,-1.1666666666666667,0.9831920802501751,-2.0,0.0,1.6666666666666667,1.0327955589886444,0.0,3.0
elephant,nonvisual,2,Is it a reptile?,no,elephant:nonvisual:2:no,4.0,-2.0,0.0,-2.0,-2.0,0.5,0.5773502691896257,0.0,1.0,-1.75,0.5,-2.0,-1.0,1.5,1.0,0.0,2.0
elephant,nonvisual,3,Does it live on farms?,no,elephant:nonvisual:3:no,3.0,-1.0,1.7320508075688772,-2.0,1.0,1.6666666666666667,2.0816659994661326,0.0,4.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,2.3333333333333335,1.1547005383792517,1.0,3.0
elephant,nonvisual,4,Is it furry?,no,elephant:nonvisual:4:no,7.0,-1.5714285714285714,0.7867957924694432,-2.0,0.0,1.4285714285714286,0.9759000729485331,0.0,3.0,-1.0,1.1547005383792515,-2.0,1.0,0.5714285714285714,0.7867957924694432,0.0,2.0
elephant,nonvisual,5,Does it lay eggs?,no,elephant:nonvisual:5:no,6.0,-2.0,0.0,-2.0,-2.0,0.3333333333333333,0.5163977794943223,0.0,1.0,-2.0,0.0,-2.0,-2.0,1.0,1.0954451150103321,0.0,3.0
elephant,visual,1,Is it made of wood?,no,elephant:visual:1:no,4.0,-2.0,0.0,-2.0,-2.0,1.5,1.2909944487358056,0.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,1.5,1.2909944487358056,0.0,3.0
elephant,visual,2,Does it have scales?,no,elephant:visual:2:no,3.0,-2.0,0.0,-2.0,-2.0,1.3333333333333333,0.5773502691896258,1.0,2.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,1.1547005383792517,0.0,2.0
elephant,visual,3,Is it beige?,no,elephant:visual:3:no,5.0,-1.8,0.44721359549995815,-2.0,-1.0,2.0,1.224744871391589,1.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,0.6,0.5477225575051661,0.0,1.0
elephant,visual,4,Does it have fur?,no,elephant:visual:4:no,4.0,-0.75,0.5,-1.0,0.0,2.5,1.2909944487358056,1.0,4.0,-0.5,1.0,-1.0,1.0,2.25,1.2583057392117916,1.0,4.0
elephant,visual,5,Does it have hooves?,no,elephant:visual:5:no,6.0,-1.1666666666666667,1.6020819787597222,-2.0,2.0,1.0,1.2649110640673518,0.0,3.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.16666666666666666,0.408248290463863,0.0,1.0
giraffe,nonvisual,1,Does it eat leaves?,yes,giraffe:nonvisual:1:yes,5.0,1.2,0.8366600265340756,0.0,2.0,1.6,0.547722557505166,1.0,2.0,-1.2,0.8366600265340756,-2.0,0.0,2.2,0.8366600265340757,1.0,3.0
giraffe,nonvisual,2,Does it live in Africa?,yes,giraffe:nonvisual:2:yes,6.0,1.5,0.8366600265340756,0.0,2.0,2.0,1.6733200530681511,0.0,4.0,-1.1666666666666667,0.9831920802501751,-2.0,0.0,1.8333333333333333,1.7224014243685084,0.0,4.0
giraffe,nonvisual,3,Does it live in zoos?,yes,giraffe:nonvisual:3:yes,7.0,1.7142857142857142,0.4879500364742663,1.0,2.0,1.4285714285714286,1.618347187425374,0.0,4.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,0.5714285714285714,1.1338934190276817,0.0,3.0
giraffe,nonvisual,4,Is it a mammal?,yes,giraffe:nonvisual:4:yes,3.0,2.0,0.0,2.0,2.0,1.3333333333333333,1.5275252316519468,0.0,3.0,-0.3333333333333333,1.1547005383792515,-1.0,1.0,1.6666666666666667,0.5773502691896255,1.0,2.0
giraffe,visual,1,Does it have spots?,yes,giraffe:visual:1:yes,7.0,1.7142857142857142,0.4879500364742663,1.0,2.0,2.857142857142857,1.2149857925879115,1.0,4.0,-1.5714285714285714,0.7867957924694432,-2.0,0.0,1.8571428571428572,1.6761634196950517,0.0,4.0
giraffe,visual,2,Is it tall?,yes,giraffe:visual:2:yes,4.0,1.75,0.5,1.0,2.0,2.0,0.816496580927726,1.0,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,3.0
giraffe,visual,3,Does it have long legs?,yes,giraffe:visual:3:yes,4.0,1.75,0.5,1.0,2.0,2.0,1.632993161855452,0.0,4.0,-1.75,0.5,-2.0,-1.0,1.75,1.707825127659933,0.0,4.0
giraffe,visual,4,Is it brown?,yes,giraffe:visual:4:yes,7.0,0.7142857142857143,1.1126972805283737,-1.0,2.0,3.4285714285714284,0.7867957924694425,2.0,4.0,-0.42857142857142855,1.2724180205607034,-2.0,1.0,3.0,1.1547005383792515,1.0,4.0
giraffe,nonvisual,1,Is it eaten by frying?,no,giraffe:nonvisual:1:no,5.0,-1.6,0.547722557505166,-2.0,-1.0,1.0,0.7071067811865476,0.0,2.0,-1.4,0.8944271909999157,-2.0,0.0,0.8,0.8366600265340756,0.0,2.0
giraffe,nonvisual,2,Is it hunted by people?,no,giraffe:nonvisual:2:no,4.0,-1.0,0.816496580927726,-2.0,0.0,2.0,1.8257418583505538,0.0,4.0,-0.25,1.2583057392117916,-2.0,1.0,2.25,1.707825127659933,0.0,4.0
giraffe,nonvisual,3,Does it live in grass?,no,giraffe:nonvisual:3:no,11.0,0.5454545454545454,1.2135597524338357,-2.0,2.0,2.0,1.0,0.0,4.0,-0.8181818181818182,0.9816498172140428,-2.0,1.0,2.090909090909091,1.1361818036340356,0.0,4.0
giraffe,nonvisual,4,Is it an insect?,no,giraffe:nonvisual:4:no,7.0,-2.0,0.0,-2.0,-2.0,1.7142857142857142,1.4960264830861911,0.0,4.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,1.1428571428571428,1.4638501094227998,0.0,3.0
giraffe,visual,1,Is it green?,no,giraffe:visual:1:no,5.0,-2.0,0.0,-2.0,-2.0,1.6,1.816590212458495,0.0,4.0,-1.8,0.44721359549995815,-2.0,-1.0,0.4,0.5477225575051661,0.0,1.0
giraffe,visual,2,Does it have warts?,no,giraffe:visual:2:no,8.0,-1.125,1.1259916264596033,-2.0,1.0,1.0,1.5118578920369088,0.0,4.0,-0.875,1.3562026818605375,-2.0,1.0,1.0,1.4142135623730951,0.0,4.0
giraffe,visual,3,Is it muddy?,no,giraffe:visual:3:no,3.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,2.0,2.0,-1.0,1.0,-2.0,0.0,0.6666666666666666,1.1547005383792517,0.0,2.0
giraffe,visual,4,Does it have antennae?,no,giraffe:visual:4:no,6.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,2.1666666666666665,1.4719601443879744,0.0,4.0,-0.8333333333333334,0.40824829046386296,-1.0,0.0,1.0,1.0954451150103321,0.0,3.0
